id,studentId,branchId,staffId,amount,method,bienLaiId,bienLaiPhoto,createdAt
PMT-00242,hv-223,br-2,u-3,365000,Tiền mặt,BL-2025-003-00242,true,17/03/2025 16:14:18
PMT-00243,hv-224,br-2,u-3,1995000,Chuyển khoản,BL-2025-004-00243,true,15/04/2025 13:27:34
PMT-00244,hv-225,br-2,u-4,997500,Tiền mặt,BL-2025-004-00244,true,09/04/2025 10:52:05
PMT-00245,hv-226,br-2,u-4,415000,Tiền mặt,BL-2025-004-00245,true,10/04/2025 16:22:45
PMT-00246,hv-227,br-2,u-3,565000,Tiền mặt,BL-2025-004-00246,true,06/04/2025 08:43:54
PMT-00247,hv-228,br-2,u-3,1995000,Tiền mặt,BL-2025-003-00247,true,06/03/2025 14:04:35
PMT-00248,hv-229,br-2,u-3,365000,Tiền mặt,BL-2025-004-00248,true,02/04/2025 12:45:29
PMT-00249,hv-230,br-2,u-4,282500,Chuyển khoản,BL-2025-004-00249,true,06/04/2025 12:44:06
PMT-00250,hv-231,br-2,u-4,282500,Tiền mặt,BL-2025-003-00250,true,23/03/2025 11:22:32
PMT-00251,hv-231,br-2,u-4,282500,Tiền mặt,BL-2025-004-00251,true,25/04/2025 11:14:12
PMT-00252,hv-232,br-2,u-3,565000,Tiền mặt,BL-2025-004-00252,false,17/04/2025 13:46:21
PMT-00253,hv-233,br-3,u-5,282500,Tiền mặt,BL-2025-004-00253,true,11/04/2025 11:15:32
PMT-00254,hv-233,br-3,u-5,282500,Tiền mặt,BL-2025-005-00254,true,06/05/2025 11:13:15
PMT-00255,hv-234,br-3,u-6,1995000,Chuyển khoản,BL-2025-004-00255,true,05/04/2025 08:56:41
PMT-00256,hv-235,br-3,u-6,847500,Tiền mặt,BL-2025-003-00256,true,07/03/2025 16:28:07
PMT-00257,hv-237,br-3,u-5,1995000,Tiền mặt,BL-2025-004-00257,true,07/04/2025 17:33:20
PMT-00258,hv-238,br-3,u-6,1995000,Chuyển khoản,BL-2025-004-00258,true,17/04/2025 14:06:43
PMT-00259,hv-239,br-3,u-6,565000,Tiền mặt,BL-2025-004-00259,true,03/04/2025 13:44:52
PMT-00260,hv-240,br-3,u-5,1995000,Chuyển khoản,BL-2025-003-00260,true,21/03/2025 15:46:36
PMT-00261,hv-241,br-3,u-5,1795000,Chuyển khoản,BL-2025-004-00261,false,11/04/2025 09:18:05
PMT-00262,hv-242,br-3,u-5,997500,Chuyển khoản,BL-2025-004-00262,true,06/04/2025 09:09:49
PMT-00263,hv-242,br-3,u-5,997500,Tiền mặt,BL-2025-005-00263,true,08/05/2025 09:01:45
PMT-00264,hv-243,br-3,u-6,1895000,Tiền mặt,BL-2025-004-00264,true,09/04/2025 10:19:23
PMT-00265,hv-244,br-3,u-5,1995000,Chuyển khoản,BL-2025-003-00265,true,14/03/2025 17:22:47
PMT-00266,hv-245,br-3,u-5,415000,Tiền mặt,BL-2025-003-00266,true,16/03/2025 15:33:11
PMT-00267,hv-246,br-3,u-5,1995000,Tiền mặt,BL-2025-004-00267,true,01/04/2025 08:38:16
PMT-00268,hv-247,br-3,u-6,282500,Tiền mặt,BL-2025-003-00268,true,28/03/2025 10:02:39
PMT-00269,hv-247,br-3,u-6,282500,Tiền mặt,BL-2025-005-00269,false,01/05/2025 09:55:38
PMT-00270,hv-248,br-3,u-6,282500,Tiền mặt,BL-2025-003-00270,true,12/03/2025 15:27:39
PMT-00271,hv-249,br-3,u-5,282500,Chuyển khoản,BL-2025-003-00271,false,23/03/2025 13:18:04
PMT-00272,hv-249,br-3,u-5,282500,Chuyển khoản,BL-2025-004-00272,false,25/04/2025 13:09:36
PMT-00273,hv-250,br-1,u-2,1995000,Tiền mặt,BL-2025-005-00273,true,20/05/2025 11:04:02
PMT-00274,hv-251,br-1,u-1,565000,Chuyển khoản,BL-2025-005-00274,true,02/05/2025 17:48:09
PMT-00275,hv-252,br-1,u-1,282500,Chuyển khoản,BL-2025-004-00275,true,19/04/2025 13:26:04
PMT-00276,hv-252,br-1,u-1,282500,Chuyển khoản,BL-2025-005-00276,true,17/05/2025 13:19:15
PMT-00277,hv-253,br-1,u-2,565000,Tiền mặt,BL-2025-005-00277,true,08/05/2025 15:56:35
PMT-00278,hv-254,br-1,u-2,415000,Chuyển khoản,BL-2025-004-00278,true,22/04/2025 17:33:26
PMT-00279,hv-255,br-1,u-1,565000,Tiền mặt,BL-2025-005-00279,true,17/05/2025 17:58:50
PMT-00280,hv-256,br-1,u-2,1695000,Tiền mặt,BL-2025-005-00280,true,03/05/2025 10:49:47
PMT-00281,hv-257,br-1,u-2,922500,Tiền mặt,BL-2025-005-00281,true,10/05/2025 13:39:07
PMT-00282,hv-258,br-1,u-1,1845000,Tiền mặt,BL-2025-005-00282,true,11/05/2025 09:42:29
PMT-00283,hv-259,br-1,u-2,1995000,Chuyển khoản,BL-2025-004-00283,true,26/04/2025 12:57:16
PMT-00284,hv-260,br-1,u-2,415000,Tiền mặt,BL-2025-005-00284,true,15/05/2025 17:04:30
PMT-00285,hv-261,br-1,u-1,282500,Chuyển khoản,BL-2025-004-00285,true,18/04/2025 13:22:32
PMT-00286,hv-261,br-1,u-1,282500,Chuyển khoản,BL-2025-005-00286,true,23/05/2025 13:13:59
PMT-00287,hv-262,br-1,u-2,1995000,Tiền mặt,BL-2025-004-00287,true,17/04/2025 10:57:16
PMT-00288,hv-263,br-1,u-1,365000,Tiền mặt,BL-2025-004-00288,true,14/04/2025 09:26:40
PMT-00289,hv-264,br-1,u-1,1995000,Chuyển khoản,BL-2025-005-00289,true,09/05/2025 10:52:36
PMT-00290,hv-265,br-1,u-2,1995000,Tiền mặt,BL-2025-004-00290,true,09/04/2025 17:41:43
PMT-00291,hv-266,br-1,u-2,565000,Chuyển khoản,BL-2025-005-00291,true,04/05/2025 09:32:43
PMT-00292,hv-268,br-1,u-2,365000,Tiền mặt,BL-2025-004-00292,true,20/04/2025 11:51:31
PMT-00293,hv-269,br-1,u-1,565000,Tiền mặt,BL-2025-004-00293,true,08/04/2025 15:53:51
PMT-00294,hv-270,br-1,u-2,565000,Tiền mặt,BL-2025-004-00294,true,25/04/2025 15:04:00
PMT-00295,hv-271,br-1,u-2,1995000,Chuyển khoản,BL-2025-004-00295,true,06/04/2025 08:56:21
PMT-00296,hv-272,br-1,u-2,365000,Chuyển khoản,BL-2025-004-00296,true,26/04/2025 08:17:57
PMT-00297,hv-273,br-1,u-1,1995000,Tiền mặt,BL-2025-004-00297,true,14/04/2025 16:07:48
PMT-00298,hv-274,br-1,u-1,282500,Chuyển khoản,BL-2025-004-00298,true,14/04/2025 17:28:16
PMT-00299,hv-274,br-1,u-1,282500,Chuyển khoản,BL-2025-004-00299,true,25/04/2025 17:19:32
PMT-00300,hv-275,br-1,u-1,565000,Chuyển khoản,BL-2025-005-00300,true,17/05/2025 16:59:21
PMT-00301,hv-276,br-1,u-2,565000,Chuyển khoản,BL-2025-004-00301,false,12/04/2025 17:03:58
PMT-00302,hv-277,br-1,u-1,565000,Chuyển khoản,BL-2025-004-00302,true,18/04/2025 12:12:13
PMT-00303,hv-278,br-1,u-1,1995000,Chuyển khoản,BL-2025-004-00303,true,26/04/2025 08:04:49
PMT-00304,hv-279,br-1,u-2,1995000,Tiền mặt,BL-2025-004-00304,true,13/04/2025 12:32:01
PMT-00305,hv-280,br-1,u-2,282500,Tiền mặt,BL-2025-005-00305,true,03/05/2025 08:05:44
PMT-00306,hv-280,br-1,u-2,282500,Tiền mặt,BL-2025-006-00306,true,04/06/2025 08:02:30
PMT-00307,hv-281,br-1,u-2,1995000,Tiền mặt,BL-2025-005-00307,true,16/05/2025 15:20:14
PMT-00308,hv-282,br-1,u-1,565000,Chuyển khoản,BL-2025-005-00308,true,09/05/2025 10:26:11
PMT-00309,hv-283,br-1,u-1,565000,Chuyển khoản,BL-2025-004-00309,true,22/04/2025 11:37:50
PMT-00310,hv-284,br-1,u-2,565000,Chuyển khoản,BL-2025-004-00310,true,16/04/2025 09:40:17
PMT-00311,hv-285,br-1,u-2,997500,Tiền mặt,BL-2025-004-00311,true,30/04/2025 17:26:08
PMT-00312,hv-286,br-1,u-1,565000,Chuyển khoản,BL-2025-005-00312,true,13/05/2025 14:50:47
PMT-00313,hv-287,br-1,u-1,565000,Chuyển khoản,BL-2025-004-00313,true,04/04/2025 12:19:47
PMT-00314,hv-288,br-1,u-2,565000,Chuyển khoản,BL-2025-006-00314,true,04/06/2025 17:46:50
PMT-00315,hv-289,br-1,u-2,1995000,Chuyển khoản,BL-2025-004-00315,true,17/04/2025 08:32:45
PMT-00316,hv-290,br-1,u-2,565000,Tiền mặt,BL-2025-004-00316,true,18/04/2025 12:34:09
PMT-00317,hv-291,br-1,u-1,282500,Chuyển khoản,BL-2025-005-00317,true,11/05/2025 12:27:05
PMT-00318,hv-291,br-1,u-1,282500,Tiền mặt,BL-2025-006-00318,true,05/06/2025 12:18:38
PMT-00319,hv-292,br-1,u-2,1995000,Tiền mặt,BL-2025-004-00319,true,13/04/2025 17:04:41
PMT-00320,hv-293,br-1,u-1,565000,Tiền mặt,BL-2025-005-00320,true,08/05/2025 17:44:18
PMT-00321,hv-294,br-1,u-1,282500,Tiền mặt,BL-2025-004-00321,true,11/04/2025 14:31:49
PMT-00322,hv-294,br-1,u-1,282500,Tiền mặt,BL-2025-004-00322,false,29/04/2025 14:29:30
PMT-00323,hv-295,br-1,u-1,565000,Tiền mặt,BL-2025-004-00323,true,10/04/2025 10:24:45
PMT-00324,hv-296,br-1,u-2,565000,Tiền mặt,BL-2025-004-00324,true,21/04/2025 15:54:40
PMT-00325,hv-297,br-1,u-1,207500,Tiền mặt,BL-2025-004-00325,false,19/04/2025 09:08:13
PMT-00326,hv-297,br-1,u-1,207500,Chuyển khoản,BL-2025-004-00326,true,28/04/2025 09:00:02
PMT-00327,hv-298,br-1,u-2,365000,Tiền mặt,BL-2025-004-00327,true,29/04/2025 11:40:05
PMT-00328,hv-299,br-1,u-2,565000,Tiền mặt,BL-2025-005-00328,true,02/05/2025 16:36:58
PMT-00329,hv-300,br-1,u-1,565000,Tiền mặt,BL-2025-005-00329,true,07/05/2025 15:18:34
PMT-00330,hv-301,br-1,u-1,1995000,Chuyển khoản,BL-2025-004-00330,true,07/04/2025 15:56:33
PMT-00331,hv-302,br-1,u-2,1995000,Chuyển khoản,BL-2025-004-00331,true,04/04/2025 09:27:37
PMT-00332,hv-303,br-1,u-2,1795000,Chuyển khoản,BL-2025-005-00332,true,02/05/2025 16:01:57
PMT-00333,hv-304,br-1,u-1,1995000,Tiền mặt,BL-2025-005-00333,true,25/05/2025 08:41:06
PMT-00334,hv-305,br-1,u-2,1795000,Tiền mặt,BL-2025-004-00334,true,01/04/2025 09:20:40
PMT-00335,hv-306,br-1,u-1,282500,Chuyển khoản,BL-2025-005-00335,true,10/05/2025 10:51:34
PMT-00336,hv-306,br-1,u-1,282500,Chuyển khoản,BL-2025-005-00336,false,30/05/2025 10:45:37
PMT-00337,hv-307,br-1,u-2,565000,Tiền mặt,BL-2025-004-00337,false,22/04/2025 17:59:03
PMT-00338,hv-308,br-1,u-2,1695000,Tiền mặt,BL-2025-004-00338,true,30/04/2025 17:13:45
PMT-00339,hv-309,br-1,u-1,1995000,Chuyển khoản,BL-2025-005-00339,true,13/05/2025 12:49:06
PMT-00340,hv-310,br-1,u-1,997500,Tiền mặt,BL-2025-004-00340,true,17/04/2025 16:35:37
PMT-00341,hv-310,br-1,u-1,997500,Chuyển khoản,BL-2025-004-00341,false,25/04/2025 16:32:31
PMT-00342,hv-311,br-1,u-1,182500,Tiền mặt,BL-2025-005-00342,true,15/05/2025 15:57:37
PMT-00343,hv-312,br-1,u-1,565000,Tiền mặt,BL-2025-005-00343,true,17/05/2025 10:47:21
PMT-00344,hv-313,br-1,u-1,415000,Tiền mặt,BL-2025-004-00344,true,19/04/2025 13:36:45
PMT-00345,hv-314,br-1,u-1,1995000,Tiền mặt,BL-2025-005-00345,true,15/05/2025 11:57:44
PMT-00346,hv-315,br-1,u-1,565000,Tiền mặt,BL-2025-004-00346,false,22/04/2025 10:10:05
PMT-00347,hv-316,br-1,u-1,565000,Tiền mặt,BL-2025-005-00347,true,18/05/2025 08:02:45
PMT-00348,hv-317,br-1,u-1,282500,Chuyển khoản,BL-2025-004-00348,true,27/04/2025 10:26:02
PMT-00349,hv-317,br-1,u-1,282500,Tiền mặt,BL-2025-005-00349,true,05/05/2025 10:22:05
PMT-00350,hv-318,br-1,u-1,415000,Tiền mặt,BL-2025-005-00350,true,06/05/2025 10:14:28
PMT-00351,hv-319,br-1,u-2,207500,Chuyển khoản,BL-2025-005-00351,true,12/05/2025 17:51:03
PMT-00352,hv-319,br-1,u-2,207500,Tiền mặt,BL-2025-005-00352,true,31/05/2025 17:45:30
PMT-00353,hv-320,br-1,u-2,565000,Chuyển khoản,BL-2025-004-00353,true,27/04/2025 16:02:30
PMT-00354,hv-321,br-1,u-2,1995000,Tiền mặt,BL-2025-004-00354,true,29/04/2025 11:50:52
PMT-00355,hv-322,br-1,u-2,565000,Tiền mặt,BL-2025-004-00355,true,24/04/2025 10:01:56
PMT-00356,hv-323,br-1,u-1,282500,Tiền mặt,BL-2025-005-00356,true,04/05/2025 17:06:53
PMT-00357,hv-323,br-1,u-1,282500,Tiền mặt,BL-2025-005-00357,true,26/05/2025 16:58:12
PMT-00358,hv-324,br-1,u-1,1995000,Tiền mặt,BL-2025-004-00358,true,25/04/2025 15:06:17
PMT-00359,hv-325,br-2,u-3,1995000,Tiền mặt,BL-2025-005-00359,true,09/05/2025 17:23:00
PMT-00360,hv-326,br-2,u-3,565000,Tiền mặt,BL-2025-005-00360,true,01/05/2025 14:43:40
PMT-00361,hv-327,br-2,u-4,922500,Chuyển khoản,BL-2025-005-00361,true,01/05/2025 16:49:02
PMT-00362,hv-327,br-2,u-4,922500,Tiền mặt,BL-2025-005-00362,true,29/05/2025 16:45:11
PMT-00363,hv-328,br-2,u-4,415000,Chuyển khoản,BL-2025-004-00363,true,29/04/2025 13:53:51
PMT-00364,hv-329,br-2,u-3,1995000,Tiền mặt,BL-2025-004-00364,true,30/04/2025 11:47:16
PMT-00365,hv-330,br-2,u-4,565000,Tiền mặt,BL-2025-005-00365,true,02/05/2025 10:08:10
PMT-00366,hv-331,br-2,u-3,1995000,Tiền mặt,BL-2025-004-00366,true,16/04/2025 14:44:22
PMT-00367,hv-332,br-2,u-3,282500,Tiền mặt,BL-2025-004-00367,true,17/04/2025 14:20:04
PMT-00368,hv-332,br-2,u-3,282500,Tiền mặt,BL-2025-004-00368,true,26/04/2025 14:11:27
PMT-00369,hv-333,br-2,u-3,565000,Chuyển khoản,BL-2025-005-00369,true,07/05/2025 15:50:08
PMT-00370,hv-334,br-2,u-4,282500,Chuyển khoản,BL-2025-004-00370,true,20/04/2025 10:28:13
PMT-00371,hv-335,br-2,u-3,565000,Tiền mặt,BL-2025-004-00371,true,17/04/2025 16:54:29
PMT-00372,hv-336,br-2,u-4,1995000,Tiền mặt,BL-2025-004-00372,true,28/04/2025 11:35:32
PMT-00373,hv-337,br-2,u-4,365000,Tiền mặt,BL-2025-005-00373,true,05/05/2025 17:49:21
PMT-00374,hv-338,br-2,u-4,1995000,Tiền mặt,BL-2025-005-00374,true,12/05/2025 13:13:01
PMT-00375,hv-339,br-2,u-3,565000,Tiền mặt,BL-2025-005-00375,true,08/05/2025 12:13:52
PMT-00376,hv-340,br-2,u-3,565000,Tiền mặt,BL-2025-004-00376,true,12/04/2025 17:09:02
PMT-00377,hv-341,br-2,u-4,947500,Tiền mặt,BL-2025-005-00377,false,05/05/2025 15:22:05
PMT-00378,hv-341,br-2,u-4,947500,Chuyển khoản,BL-2025-005-00378,true,31/05/2025 15:17:04
PMT-00379,hv-342,br-2,u-3,565000,Tiền mặt,BL-2025-004-00379,true,25/04/2025 10:37:52
PMT-00380,hv-343,br-2,u-3,365000,Chuyển khoản,BL-2025-004-00380,true,06/04/2025 10:59:03
PMT-00381,hv-344,br-2,u-4,1695000,Tiền mặt,BL-2025-005-00381,true,10/05/2025 14:04:04
PMT-00382,hv-345,br-2,u-3,565000,Tiền mặt,BL-2025-004-00382,true,23/04/2025 12:59:19
PMT-00383,hv-346,br-2,u-3,565000,Chuyển khoản,BL-2025-005-00383,true,14/05/2025 10:11:45
PMT-00384,hv-347,br-2,u-3,565000,Tiền mặt,BL-2025-004-00384,true,23/04/2025 12:15:32
PMT-00385,hv-348,br-2,u-4,565000,Tiền mặt,BL-2025-004-00385,true,12/04/2025 08:18:11
PMT-00386,hv-349,br-2,u-4,1695000,Tiền mặt,BL-2025-005-00386,true,07/05/2025 17:31:01
PMT-00387,hv-350,br-2,u-3,1995000,Tiền mặt,BL-2025-004-00387,true,25/04/2025 08:21:42
PMT-00388,hv-351,br-2,u-4,922500,Tiền mặt,BL-2025-005-00388,true,05/05/2025 13:38:46
PMT-00389,hv-352,br-3,u-6,1895000,Chuyển khoản,BL-2025-004-00389,true,05/04/2025 08:42:47
PMT-00390,hv-353,br-3,u-5,1995000,Chuyển khoản,BL-2025-005-00390,true,03/05/2025 13:14:54
PMT-00391,hv-354,br-3,u-5,565000,Tiền mặt,BL-2025-004-00391,true,18/04/2025 12:48:15
PMT-00392,hv-356,br-3,u-6,997500,Tiền mặt,BL-2025-004-00392,true,21/04/2025 15:16:08
PMT-00393,hv-356,br-3,u-6,997500,Chuyển khoản,BL-2025-005-00393,true,19/05/2025 15:09:06
PMT-00394,hv-357,br-3,u-6,565000,Tiền mặt,BL-2025-005-00394,false,04/05/2025 08:00:32
PMT-00395,hv-358,br-3,u-6,1995000,Tiền mặt,BL-2025-005-00395,true,03/05/2025 15:26:19
PMT-00396,hv-359,br-3,u-6,565000,Tiền mặt,BL-2025-005-00396,true,08/05/2025 10:19:41
PMT-00397,hv-360,br-3,u-6,997500,Chuyển khoản,BL-2025-005-00397,false,13/05/2025 15:54:42
PMT-00398,hv-361,br-3,u-6,565000,Chuyển khoản,BL-2025-004-00398,false,24/04/2025 08:38:42
PMT-00399,hv-362,br-3,u-6,997500,Tiền mặt,BL-2025-004-00399,true,23/04/2025 10:49:11
PMT-00400,hv-362,br-3,u-6,997500,Chuyển khoản,BL-2025-005-00400,true,04/05/2025 10:41:43
PMT-00401,hv-364,br-3,u-6,282500,Tiền mặt,BL-2025-005-00401,true,12/05/2025 11:00:12
PMT-00402,hv-364,br-3,u-6,282500,Chuyển khoản,BL-2025-006-00402,true,14/06/2025 10:58:44
PMT-00403,hv-365,br-1,u-1,415000,Chuyển khoản,BL-2025-005-00403,true,09/05/2025 11:52:00
PMT-00404,hv-366,br-1,u-2,1995000,Tiền mặt,BL-2025-005-00404,true,13/05/2025 13:21:24
PMT-00405,hv-367,br-1,u-2,565000,Tiền mặt,BL-2025-006-00405,true,05/06/2025 16:29:32
PMT-00406,hv-368,br-1,u-2,1895000,Tiền mặt,BL-2025-006-00406,true,02/06/2025 14:08:56
PMT-00407,hv-369,br-1,u-2,1995000,Tiền mặt,BL-2025-006-00407,true,12/06/2025 09:12:39
PMT-00408,hv-370,br-1,u-1,1995000,Chuyển khoản,BL-2025-005-00408,true,30/05/2025 13:40:40
PMT-00409,hv-371,br-1,u-2,1995000,Tiền mặt,BL-2025-005-00409,true,20/05/2025 11:36:25
PMT-00410,hv-372,br-1,u-1,565000,Tiền mặt,BL-2025-006-00410,true,10/06/2025 09:19:15
PMT-00411,hv-373,br-1,u-1,1695000,Chuyển khoản,BL-2025-005-00411,true,25/05/2025 08:09:22
PMT-00412,hv-374,br-1,u-1,847500,Tiền mặt,BL-2025-006-00412,true,14/06/2025 14:59:34
PMT-00413,hv-374,br-1,u-1,847500,Tiền mặt,BL-2025-007-00413,true,04/07/2025 14:55:53
PMT-00414,hv-375,br-1,u-2,1795000,Tiền mặt,BL-2025-006-00414,true,19/06/2025 09:22:39
PMT-00415,hv-376,br-1,u-1,565000,Tiền mặt,BL-2025-005-00415,true,29/05/2025 12:02:45
PMT-00416,hv-377,br-1,u-1,565000,Chuyển khoản,BL-2025-006-00416,true,19/06/2025 14:12:22
PMT-00417,hv-378,br-1,u-1,415000,Tiền mặt,BL-2025-006-00417,true,01/06/2025 08:54:49
PMT-00418,hv-379,br-1,u-1,1845000,Tiền mặt,BL-2025-005-00418,true,28/05/2025 08:22:12
PMT-00419,hv-380,br-1,u-1,1995000,Chuyển khoản,BL-2025-005-00419,true,29/05/2025 12:30:29
PMT-00420,hv-381,br-1,u-1,282500,Tiền mặt,BL-2025-005-00420,false,15/05/2025 08:57:09
PMT-00421,hv-381,br-1,u-1,282500,Tiền mặt,BL-2025-005-00421,true,25/05/2025 08:54:23
PMT-00422,hv-382,br-1,u-1,997500,Chuyển khoản,BL-2025-006-00422,true,01/06/2025 13:01:46
PMT-00423,hv-382,br-1,u-1,997500,Chuyển khoản,BL-2025-006-00423,true,12/06/2025 12:56:30
PMT-00424,hv-383,br-1,u-1,565000,Tiền mặt,BL-2025-005-00424,true,18/05/2025 12:11:47
PMT-00425,hv-384,br-1,u-1,415000,Chuyển khoản,BL-2025-006-00425,true,02/06/2025 08:42:07
PMT-00426,hv-385,br-1,u-2,1995000,Tiền mặt,BL-2025-005-00426,true,15/05/2025 16:51:41
PMT-00427,hv-386,br-1,u-2,1995000,Tiền mặt,BL-2025-006-00427,true,13/06/2025 09:21:00
PMT-00428,hv-387,br-1,u-2,1845000,Chuyển khoản,BL-2025-006-00428,true,19/06/2025 09:12:18
PMT-00429,hv-389,br-1,u-2,415000,Tiền mặt,BL-2025-005-00429,true,24/05/2025 15:20:26
PMT-00430,hv-390,br-1,u-2,1995000,Chuyển khoản,BL-2025-005-00430,true,18/05/2025 17:17:34
PMT-00431,hv-391,br-1,u-1,207500,Tiền mặt,BL-2025-005-00431,true,13/05/2025 14:44:32
PMT-00432,hv-391,br-1,u-1,207500,Tiền mặt,BL-2025-006-00432,true,03/06/2025 14:43:13
PMT-00433,hv-392,br-1,u-1,365000,Chuyển khoản,BL-2025-005-00433,true,13/05/2025 16:30:56
PMT-00434,hv-393,br-1,u-1,565000,Tiền mặt,BL-2025-005-00434,true,31/05/2025 13:08:37
PMT-00435,hv-395,br-2,u-3,282500,Tiền mặt,BL-2025-006-00435,true,20/06/2025 17:21:14
PMT-00436,hv-395,br-2,u-3,282500,Tiền mặt,BL-2025-007-00436,false,14/07/2025 17:16:56
PMT-00437,hv-396,br-2,u-3,365000,Tiền mặt,BL-2025-006-00437,true,10/06/2025 15:57:40
PMT-00438,hv-397,br-2,u-3,365000,Tiền mặt,BL-2025-006-00438,false,19/06/2025 17:20:48
PMT-00439,hv-398,br-2,u-4,997500,Tiền mặt,BL-2025-005-00439,true,28/05/2025 08:12:41
PMT-00440,hv-398,br-2,u-4,997500,Chuyển khoản,BL-2025-006-00440,true,16/06/2025 08:07:33
PMT-00441,hv-399,br-2,u-4,1995000,Chuyển khoản,BL-2025-005-00441,true,20/05/2025 09:07:54
PMT-00442,hv-400,br-2,u-3,1995000,Tiền mặt,BL-2025-006-00442,true,10/06/2025 08:16:42
PMT-00443,hv-401,br-2,u-3,282500,Tiền mặt,BL-2025-006-00443,true,12/06/2025 09:00:03
PMT-00444,hv-401,br-2,u-3,282500,Tiền mặt,BL-2025-007-00444,true,13/07/2025 08:52:24
PMT-00445,hv-402,br-2,u-3,282500,Tiền mặt,BL-2025-006-00445,true,14/06/2025 08:57:45
PMT-00446,hv-402,br-2,u-3,282500,Tiền mặt,BL-2025-007-00446,true,07/07/2025 08:51:47
PMT-00447,hv-403,br-2,u-4,997500,Tiền mặt,BL-2025-005-00447,true,13/05/2025 11:27:46
PMT-00448,hv-403,br-2,u-4,997500,Tiền mặt,BL-2025-005-00448,true,24/05/2025 11:21:47
PMT-00449,hv-404,br-2,u-4,565000,Tiền mặt,BL-2025-005-00449,true,30/05/2025 12:02:57
PMT-00450,hv-405,br-2,u-4,282500,Tiền mặt,BL-2025-005-00450,true,28/05/2025 12:41:50
PMT-00451,hv-405,br-2,u-4,282500,Tiền mặt,BL-2025-006-00451,true,06/06/2025 12:34:25
PMT-00452,hv-406,br-2,u-4,282500,Chuyển khoản,BL-2025-005-00452,true,30/05/2025 11:44:28
PMT-00453,hv-406,br-2,u-4,282500,Tiền mặt,BL-2025-006-00453,true,11/06/2025 11:38:14
PMT-00454,hv-407,br-2,u-4,282500,Chuyển khoản,BL-2025-005-00454,true,25/05/2025 09:03:25
PMT-00455,hv-407,br-2,u-4,282500,Chuyển khoản,BL-2025-006-00455,true,16/06/2025 09:01:28
PMT-00456,hv-408,br-2,u-4,565000,Tiền mặt,BL-2025-007-00456,true,01/07/2025 15:10:12
PMT-00457,hv-409,br-2,u-4,922500,Chuyển khoản,BL-2025-006-00457,false,04/06/2025 10:36:24
PMT-00458,hv-410,br-3,u-6,565000,Tiền mặt,BL-2025-006-00458,true,17/06/2025 08:50:00
PMT-00459,hv-411,br-3,u-6,997500,Chuyển khoản,BL-2025-006-00459,false,11/06/2025 10:42:28
PMT-00460,hv-412,br-3,u-5,565000,Tiền mặt,BL-2025-006-00460,true,17/06/2025 08:36:25
PMT-00461,hv-413,br-3,u-6,565000,Chuyển khoản,BL-2025-006-00461,false,28/06/2025 11:12:04
PMT-00462,hv-414,br-3,u-5,1995000,Tiền mặt,BL-2025-006-00462,true,09/06/2025 13:01:43
PMT-00463,hv-415,br-3,u-6,365000,Chuyển khoản,BL-2025-005-00463,true,21/05/2025 16:24:30
PMT-00464,hv-416,br-3,u-5,282500,Tiền mặt,BL-2025-006-00464,true,15/06/2025 08:37:57
PMT-00465,hv-416,br-3,u-5,282500,Tiền mặt,BL-2025-006-00465,false,29/06/2025 08:31:09
PMT-00466,hv-417,br-3,u-6,1995000,Tiền mặt,BL-2025-006-00466,false,15/06/2025 10:53:40
PMT-00467,hv-418,br-1,u-1,365000,Tiền mặt,BL-2025-006-00467,true,29/06/2025 14:49:04
PMT-00468,hv-419,br-1,u-2,565000,Chuyển khoản,BL-2025-006-00468,true,21/06/2025 15:39:47
PMT-00469,hv-420,br-1,u-2,565000,Tiền mặt,BL-2025-007-00469,true,13/07/2025 15:44:24
PMT-00470,hv-421,br-1,u-2,565000,Chuyển khoản,BL-2025-007-00470,true,14/07/2025 12:35:38
PMT-00471,hv-422,br-1,u-1,565000,Chuyển khoản,BL-2025-007-00471,true,10/07/2025 14:17:37
PMT-00472,hv-423,br-1,u-2,565000,Tiền mặt,BL-2025-006-00472,true,15/06/2025 13:45:36
PMT-00473,hv-424,br-1,u-2,415000,Tiền mặt,BL-2025-006-00473,true,13/06/2025 10:17:08
PMT-00474,hv-425,br-1,u-1,415000,Tiền mặt,BL-2025-007-00474,true,11/07/2025 10:22:49
PMT-00475,hv-426,br-1,u-2,1995000,Tiền mặt,BL-2025-007-00475,true,02/07/2025 11:02:43
PMT-00476,hv-427,br-1,u-1,565000,Chuyển khoản,BL-2025-007-00476,true,20/07/2025 12:35:29
PMT-00477,hv-428,br-1,u-2,565000,Tiền mặt,BL-2025-007-00477,true,07/07/2025 11:43:55
PMT-00478,hv-429,br-1,u-2,1995000,Tiền mặt,BL-2025-008-00478,true,06/08/2025 09:38:06
PMT-00479,hv-430,br-1,u-1,365000,Tiền mặt,BL-2025-006-00479,true,12/06/2025 10:52:21
PMT-00480,hv-431,br-1,u-1,565000,Tiền mặt,BL-2025-007-00480,true,19/07/2025 10:29:33
PMT-00481,hv-432,br-1,u-2,1995000,Tiền mặt,BL-2025-007-00481,true,03/07/2025 09:16:25
PMT-00482,hv-433,br-1,u-1,565000,Tiền mặt,BL-2025-007-00482,false,06/07/2025 10:11:28
PMT-00483,hv-434,br-1,u-1,565000,Tiền mặt,BL-2025-007-00483,true,06/07/2025 15:46:29
